"Date","Agglomeration type","Merchant category","Amount CHF","Number of transactions"
"2021-04-08","Commuting zone","Retail: Other goods",3775629.84,44776
"2021-04-08","Commuting zone","Transport services",579599.76,4411
"2021-04-08","Municipality: core","Accommodation",558785.96,1628
"2021-04-08","Municipality: core","Food and beverage services",190799.46,6252
"2021-04-08","Municipality: core","Other",572691.86,4419
"2021-04-08","Municipality: core","Retail: Food, beverage, tobacco",4534431.41,120507
"2021-04-08","Municipality: core","Retail: Fuel stations",782708.8,21076
"2021-04-08","Municipality: core","Retail: Other goods",3683379.6,41529
"2021-04-08","Municipality: core","Transport services",340747.67,3248
"2021-04-08","Municipality: multiorientated","Accommodation",203738.91,620
"2021-04-08","Municipality: multiorientated","Food and beverage services",87694.57,2817
"2021-04-08","Municipality: multiorientated","Other",472535.85,3772
"2021-04-08","Municipality: multiorientated","Retail: Food, beverage, tobacco",3235051.37,75952
"2021-04-08","Municipality: multiorientated","Retail: Fuel stations",1111491.06,26858
"2021-04-08","Municipality: multiorientated","Retail: Other goods",2931522.86,30291
"2021-04-08","Municipality: multiorientated","Transport services",327123.86,1383
"2021-04-08","Municipality: rural","Accommodation",1596419.6,6022
"2021-04-08","Municipality: rural","Food and beverage services",430535.85,13470
"2021-04-08","Municipality: rural","Other",855420.1,6796
"2021-04-08","Municipality: rural","Retail: Food, beverage, tobacco",6641519.82,157312
"2021-04-08","Municipality: rural","Retail: Fuel stations",1992656.88,45366
"2021-04-08","Municipality: rural","Retail: Other goods",3976591.64,46113
"2021-04-08","Municipality: rural","Transport services",1559653.24,15482
"2021-04-08","Principle core: city","Accommodation",1816749.44,7428
"2021-04-08","Principle core: city","Food and beverage services",2139234.52,114852
"2021-04-08","Principle core: city","Other",5571282.88,45167
"2021-04-08","Principle core: city","Retail: Food, beverage, tobacco",22545144.85,780319
"2021-04-08","Principle core: city","Retail: Fuel stations",2923992.15,90184
"2021-04-08","Principle core: city","Retail: Other goods",27746474.72,307992
"2021-04-08","Principle core: city","Transport services",2197112.6,60875
"2021-04-08","Principle core: other","Accommodation",535175.32,2538
"2021-04-08","Principle core: other","Food and beverage services",662947.36,29682
"2021-04-08","Principle core: other","Other",3220762.54,18761
"2021-04-08","Principle core: other","Retail: Food, beverage, tobacco",15602911.33,371083
"2021-04-08","Principle core: other","Retail: Fuel stations",2989869.67,86391
"2021-04-08","Principle core: other","Retail: Other goods",13754624.34,151423
"2021-04-08","Principle core: other","Transport services",1381582.49,24853
"2021-04-08","Secondary core","Accommodation",89376.74,636
"2021-04-08","Secondary core","Food and beverage services",220453.67,10041
"2021-04-08","Secondary core","Other",1039551.13,6811
"2021-04-08","Secondary core","Retail: Food, beverage, tobacco",5437767.84,129745
"2021-04-08","Secondary core","Retail: Fuel stations",1071362.34,30563
"2021-04-08","Secondary core","Retail: Other goods",5243646.55,58497
"2021-04-08","Secondary core","Transport services",386653.63,5494
"2021-04-09","9999","Food and beverage services",75,1
"2021-04-09","9999","Retail: Food, beverage, tobacco",2691.85,92
"2021-04-09","9999","Retail: Fuel stations",20020.08,616
"2021-04-09","9999","Retail: Other goods",3743,15
"2021-04-09","Commuting zone","Accommodation",545614.38,2276
"2021-04-09","Commuting zone","Food and beverage services",355350.86,8637
"2021-04-09","Commuting zone","Other",1354597.98,8099
"2021-04-09","Commuting zone","Retail: Food, beverage, tobacco",8373368.27,172979
"2021-04-09","Commuting zone","Retail: Fuel stations",2097548.18,50556
"2021-04-09","Commuting zone","Retail: Other goods",4417581.38,51731
"2021-04-09","Commuting zone","Transport services",510926.72,3930
"2021-04-09","Municipality: core","Accommodation",831393.56,1955
"2021-04-09","Municipality: core","Food and beverage services",225185.1,7031
"2021-04-09","Municipality: core","Other",686377.85,5202
"2021-04-09","Municipality: core","Retail: Food, beverage, tobacco",6235785.96,143509
"2021-04-09","Municipality: core","Retail: Fuel stations",899109.24,23985
"2021-04-09","Municipality: core","Retail: Other goods",4011290.57,46589
"2021-04-09","Municipality: core","Transport services",296785.03,3292
"2021-04-09","Municipality: multiorientated","Accommodation",271895.39,804
"2021-04-09","Municipality: multiorientated","Food and beverage services",140224.76,3563
"2021-04-09","Municipality: multiorientated","Other",555188.51,4085
"2021-04-09","Municipality: multiorientated","Retail: Food, beverage, tobacco",4452799.6,89464
"2021-04-09","Municipality: multiorientated","Retail: Fuel stations",1224175.67,29578
"2021-04-09","Municipality: multiorientated","Retail: Other goods",3318497.37,34039
"2021-04-09","Municipality: multiorientated","Transport services",252913.71,1320
"2021-04-09","Municipality: rural","Accommodation",2132852.93,6802
"2021-04-09","Municipality: rural","Food and beverage services",491935.56,13553
"2021-04-09","Municipality: rural","Other",971881.69,7997
"2021-04-09","Municipality: rural","Retail: Food, beverage, tobacco",9121629.96,189179
"2021-04-09","Municipality: rural","Retail: Fuel stations",2199535.46,50832
"2021-04-09","Municipality: rural","Retail: Other goods",4837576.12,54348
"2021-04-09","Municipality: rural","Transport services",1285856.47,12963
"2021-04-09","Principle core: city","Accommodation",2310532.42,8046
"2021-04-09","Principle core: city","Food and beverage services",2661580.4,127569
"2021-04-09","Principle core: city","Other",6491262.21,49168
"2021-04-09","Principle core: city","Retail: Food, beverage, tobacco",29812849.15,884508
"2021-04-09","Principle core: city","Retail: Fuel stations",3272552.22,100086
"2021-04-09","Principle core: city","Retail: Other goods",30790697.75,336480
"2021-04-09","Principle core: city","Transport services",1924254.88,62457
"2021-04-09","Principle core: other","Accommodation",782749.270000001,2920
"2021-04-09","Principle core: other","Food and beverage services",826075.95,33373
"2021-04-09","Principle core: other","Other",3814525.35,21100
"2021-04-09","Principle core: other","Retail: Food, beverage, tobacco",22426829.52,450545
"2021-04-09","Principle core: other","Retail: Fuel stations",3286511.07,94726
"2021-04-09","Principle core: other","Retail: Other goods",16182430.96,174841
"2021-04-09","Principle core: other","Transport services",1204517.66,26974
"2021-04-09","Secondary core","Accommodation",126533.94,818
"2021-04-09","Secondary core","Food and beverage services",291901.08,11435
"2021-04-09","Secondary core","Other",1225392.87,7749
"2021-04-09","Secondary core","Retail: Food, beverage, tobacco",7749585.42,157146
"2021-04-09","Secondary core","Retail: Fuel stations",1224605.1,34332
"2021-04-09","Secondary core","Retail: Other goods",6085209.9,66724
"2021-04-09","Secondary core","Transport services",272629.79,6209
"2021-04-10","9999","Retail: Food, beverage, tobacco",3834.6,101
"2021-04-10","9999","Retail: Fuel stations",18539.9,591
"2021-04-10","9999","Retail: Other goods",2058.4,8
"2021-04-10","Commuting zone","Accommodation",529952.94,2252
"2021-04-10","Commuting zone","Food and beverage services",341816.21,7071
"2021-04-10","Commuting zone","Other",691368.85,5830
"2021-04-10","Commuting zone","Retail: Food, beverage, tobacco",10054853.76,187700
"2021-04-10","Commuting zone","Retail: Fuel stations",1918311.36,46223
"2021-04-10","Commuting zone","Retail: Other goods",6325856.68,68254
"2021-04-10","Commuting zone","Transport services",230567.47,2872
"2021-04-10","Municipality: core","Accommodation",960657.47,1869
"2021-04-10","Municipality: core","Food and beverage services",228191.09,6054
"2021-04-10","Municipality: core","Other",516457.56,4144
"2021-04-10","Municipality: core","Retail: Food, beverage, tobacco",7062947.43,149115
"2021-04-10","Municipality: core","Retail: Fuel stations",904850.56,23149
"2021-04-10","Municipality: core","Retail: Other goods",5339785.44,58639
"2021-04-10","Municipality: core","Transport services",254830.01,3008
"2021-04-10","Municipality: multiorientated","Accommodation",231303.22,838
"2021-04-10","Municipality: multiorientated","Food and beverage services",126650.85,3480
"2021-04-10","Municipality: multiorientated","Other",306678.63,2768
"2021-04-10","Municipality: multiorientated","Retail: Food, beverage, tobacco",5446548.98,98291
"2021-04-10","Municipality: multiorientated","Retail: Fuel stations",1230791.04,29088
"2021-04-10","Municipality: multiorientated","Retail: Other goods",4590339.75,44593
"2021-04-10","Municipality: multiorientated","Transport services",143580.15,757
"2021-04-10","Municipality: rural","Accommodation",2116538.79,7464
"2021-04-10","Municipality: rural","Food and beverage services",512747.89,13660
"2021-04-10","Municipality: rural","Other",675118.19,6191
"2021-04-10","Municipality: rural","Retail: Food, beverage, tobacco",10701179.52,204372
"2021-04-10","Municipality: rural","Retail: Fuel stations",2193171.18,49831
"2021-04-10","Municipality: rural","Retail: Other goods",6203783.21000001,65674
"2021-04-10","Municipality: rural","Transport services",1348857.84,13134
"2021-04-10","Principle core: city","Accommodation",2375492.97,7297
"2021-04-10","Principle core: city","Food and beverage services",2332663.34,92982
"2021-04-10","Principle core: city","Other",4382527.87,37773
"2021-04-10","Principle core: city","Retail: Food, beverage, tobacco",36450139.12,890562
"2021-04-10","Principle core: city","Retail: Fuel stations",3186210.02,92846
"2021-04-10","Principle core: city","Retail: Other goods",42118958.68,425868
"2021-04-10","Principle core: city","Transport services",1271410.29,58371
"2021-04-10","Principle core: other","Accommodation",761702.48,2438
"2021-04-10","Principle core: other","Food and beverage services",693137.46,23678
"2021-04-10","Principle core: other","Other",2216861.24,15432
"2021-04-10","Principle core: other","Retail: Food, beverage, tobacco",27706122.03,493578
"2021-04-10","Principle core: other","Retail: Fuel stations",3216819.53,87854
"2021-04-10","Principle core: other","Retail: Other goods",22473341.22,229725
"2021-04-10","Principle core: other","Transport services",688240.57,23956
"2021-04-10","Secondary core","Accommodation",129190.56,1044
"2021-04-10","Secondary core","Food and beverage services",261964.93,8386
"2021-04-10","Secondary core","Other",767151.08,5781
"2021-04-10","Secondary core","Retail: Food, beverage, tobacco",9671635.54,174554
"2021-04-10","Secondary core","Retail: Fuel stations",1188856.01,31859
"2021-04-10","Secondary core","Retail: Other goods",8607459.71,90161
"2021-04-10","Secondary core","Transport services",131305.17,6812
"2021-04-11","9999","Retail: Food, beverage, tobacco",256.7,8
"2021-04-11","9999","Retail: Fuel stations",16590.21,615
"2021-04-11","9999","Retail: Other goods",887.7,9
"2021-04-11","Commuting zone","Accommodation",530163.5,2153
"2021-04-11","Commuting zone","Food and beverage services",233688.44,6076
"2021-04-11","Commuting zone","Other",126006.62,2298
"2021-04-11","Commuting zone","Retail: Food, beverage, tobacco",584191.27,23312
"2021-04-11","Commuting zone","Retail: Fuel stations",1613520.23,45628
"2021-04-11","Commuting zone","Retail: Other goods",320235.55,3237
"2021-04-11","Commuting zone","Transport services",56968.47,1256
"2021-04-11","Municipality: core","Accommodation",974968.91,1843
"2021-04-11","Municipality: core","Food and beverage services",140526.59,4245
"2021-04-11","Municipality: core","Other",62585.17,1623
"2021-04-11","Municipality: core","Retail: Food, beverage, tobacco",559459.05,45835
"2021-04-11","Municipality: core","Retail: Fuel stations",786154.58,23543
"2021-04-11","Municipality: core","Retail: Other goods",423330.35,3807
"2021-04-11","Municipality: core","Transport services",137062.5,1579
"2021-04-11","Municipality: multiorientated","Accommodation",306665.8,1000
"2021-04-11","Municipality: multiorientated","Food and beverage services",99820.5,3400
"2021-04-11","Municipality: multiorientated","Other",39367.5,882
"2021-04-11","Municipality: multiorientated","Retail: Food, beverage, tobacco",252083.86,9534
"2021-04-11","Municipality: multiorientated","Retail: Fuel stations",1058561.97,29353
"2021-04-11","Municipality: multiorientated","Retail: Other goods",61797.4,790
"2021-04-11","Municipality: multiorientated","Transport services",13066.55,387
"2021-04-11","Municipality: rural","Accommodation",2763078.42,7632
"2021-04-11","Municipality: rural","Food and beverage services",366373.35,9903
"2021-04-11","Municipality: rural","Other",174715.83,3273
"2021-04-11","Municipality: rural","Retail: Food, beverage, tobacco",857038.26,32292
"2021-04-11","Municipality: rural","Retail: Fuel stations",1871766.84,48199
"2021-04-11","Municipality: rural","Retail: Other goods",512721.38,4735
"2021-04-11","Municipality: rural","Transport services",915161.33,8521
"2021-04-11","Principle core: city","Accommodation",2408897.11,5802
"2021-04-11","Principle core: city","Food and beverage services",1326690.33,53662
"2021-04-11","Principle core: city","Other",556057.78,11755
"2021-04-11","Principle core: city","Retail: Food, beverage, tobacco",2693774.84,160636
"2021-04-11","Principle core: city","Retail: Fuel stations",2855147.29,97878
"2021-04-11","Principle core: city","Retail: Other goods",1230486.73,19121
"2021-04-11","Principle core: city","Transport services",208445.37,16420
