"Date","Cardholder origin","Merchant category","Amount CHF","Number of transactions"
"2021-01-15","Foreign","Other",176415.84,581
"2021-01-15","Foreign","Personal services",73781.47,963
"2021-01-15","Foreign","Professional services",1318703.8,5222
"2021-01-15","Foreign","Retail: Food, beverage, tobacco",1843919.17,48042
"2021-01-15","Foreign","Retail: Fuel stations",493638.78,11913
"2021-01-15","Foreign","Retail: Other goods",5079304.93999999,24956
"2021-01-15","Foreign","Transport services",543984.15,15381
"2021-01-16","Domestic","Accommodation",2777859.58,15719
"2021-01-16","Domestic","Entertainment and sports",1097091.44,15451
"2021-01-16","Domestic","Food and beverage services",3082671.65,103321
"2021-01-16","Domestic","Human health services",2343995.3,9058
"2021-01-16","Domestic","Other",2010927.57,18191
"2021-01-16","Domestic","Personal services",2529569.73,24138
"2021-01-16","Domestic","Professional services",1966957.14,25116
"2021-01-16","Domestic","Retail: Food, beverage, tobacco",107737086.94,2003901
"2021-01-16","Domestic","Retail: Fuel stations",11888575.58,272232
"2021-01-16","Domestic","Retail: Other goods",114161453.72,1097254
"2021-01-16","Domestic","Transport services",5863973.53000001,251951
"2021-01-16","Foreign","Accommodation",1138313.94,2804
"2021-01-16","Foreign","Entertainment and sports",36789.48,416
"2021-01-16","Foreign","Food and beverage services",197576.35,7428
"2021-01-16","Foreign","Human health services",91282.5,400
"2021-01-16","Foreign","Other",43949.16,265
"2021-01-16","Foreign","Personal services",74650.5,901
"2021-01-16","Foreign","Professional services",527798.17,3618
"2021-01-16","Foreign","Retail: Food, beverage, tobacco",2117660.58,49109
"2021-01-16","Foreign","Retail: Fuel stations",404548.89,9366
"2021-01-16","Foreign","Retail: Other goods",4672988.62,31803
"2021-01-16","Foreign","Transport services",731362.600000001,17537
"2021-01-17","Domestic","Accommodation",4370138.24,10995
"2021-01-17","Domestic","Entertainment and sports",830774.59,11158
"2021-01-17","Domestic","Food and beverage services",1642204.48,51680
"2021-01-17","Domestic","Human health services",160488.66,1951
"2021-01-17","Domestic","Other",877391.89,9420
"2021-01-17","Domestic","Personal services",43969.01,454
"2021-01-17","Domestic","Professional services",1663371.63,21278
"2021-01-17","Domestic","Retail: Food, beverage, tobacco",1955891.64,100160
"2021-01-17","Domestic","Retail: Fuel stations",4486937.42,81385
"2021-01-17","Domestic","Retail: Other goods",10956925.79,74694
"2021-01-17","Domestic","Transport services",2917247.69,114999
"2021-01-17","Foreign","Accommodation",1266529.38,2389
"2021-01-17","Foreign","Entertainment and sports",22154.74,311
"2021-01-17","Foreign","Food and beverage services",136088.39,5285
"2021-01-17","Foreign","Human health services",59430.07,246
"2021-01-17","Foreign","Other",44070.43,237
"2021-01-17","Foreign","Personal services",21655.37,396
"2021-01-17","Foreign","Professional services",382125.25,2483
"2021-01-17","Foreign","Retail: Food, beverage, tobacco",127074.05,4261
"2021-01-17","Foreign","Retail: Fuel stations",145239.56,2868
"2021-01-17","Foreign","Retail: Other goods",715272.980000002,3634
"2021-01-17","Foreign","Transport services",432850.39,9252
"2021-01-18","Domestic","Accommodation",1852466.78,7300
"2021-01-18","Domestic","Entertainment and sports",759043.82,10082
"2021-01-18","Domestic","Food and beverage services",1955701.45,114590
"2021-01-18","Domestic","Human health services",2150781.45,13306
"2021-01-18","Domestic","Other",2714478.61,19088
"2021-01-18","Domestic","Personal services",930634.82,9399
"2021-01-18","Domestic","Professional services",4194535.18,46354
"2021-01-18","Domestic","Retail: Food, beverage, tobacco",55337693.27,1505600
"2021-01-18","Domestic","Retail: Fuel stations",10462870.66,272475
"2021-01-18","Domestic","Retail: Other goods",27999811.22,320349
"2021-01-18","Domestic","Transport services",3132853.53,167923
"2021-01-18","Foreign","Accommodation",1083425.13,2205
"2021-01-18","Foreign","Entertainment and sports",48359.22,386
"2021-01-18","Foreign","Food and beverage services",147373.27,7078
"2021-01-18","Foreign","Human health services",214877.68,867
"2021-01-18","Foreign","Other",102590.05,541
"2021-01-18","Foreign","Personal services",50304.68,671
"2021-01-18","Foreign","Professional services",1295114.94,5636
"2021-01-18","Foreign","Retail: Food, beverage, tobacco",1614466.69,44655
"2021-01-18","Foreign","Retail: Fuel stations",453364.26,11761
"2021-01-18","Foreign","Retail: Other goods",1511709.87,10123
"2021-01-18","Foreign","Transport services",457856.2,12567
"2021-01-19","Domestic","Accommodation",1411300.14,8199
"2021-01-19","Domestic","Entertainment and sports",728592.34,10609
"2021-01-19","Domestic","Food and beverage services",2279547.89,125956
"2021-01-19","Domestic","Human health services",2597852.7,14376
"2021-01-19","Domestic","Other",2721954.73,19145
"2021-01-19","Domestic","Personal services",2096319.87,19332
"2021-01-19","Domestic","Professional services",3457262.32,36553
"2021-01-19","Domestic","Retail: Food, beverage, tobacco",55057216.37,1462209
"2021-01-19","Domestic","Retail: Fuel stations",10057143.81,262667
"2021-01-19","Domestic","Retail: Other goods",27983692.14,312260
"2021-01-19","Domestic","Transport services",2891580.35,164307
"2021-01-19","Foreign","Accommodation",693705.830000001,1994
"2021-01-19","Foreign","Entertainment and sports",39907.24,350
"2021-01-19","Foreign","Food and beverage services",143032.13,7226
"2021-01-19","Foreign","Human health services",188972.11,679
"2021-01-19","Foreign","Other",111699,550
"2021-01-19","Foreign","Personal services",62306.69,783
"2021-01-19","Foreign","Professional services",1196399.83,4825
"2021-01-19","Foreign","Retail: Food, beverage, tobacco",1313632.18,40297
"2021-01-19","Foreign","Retail: Fuel stations",417974.86,10885
"2021-01-19","Foreign","Retail: Other goods",1678373.31,9680
"2021-01-19","Foreign","Transport services",369311.89,11894
"2021-01-20","Domestic","Accommodation",1608602.74,8409
"2021-01-20","Domestic","Entertainment and sports",591403.67,8632
"2021-01-20","Domestic","Food and beverage services",2472771.67,128234
"2021-01-20","Domestic","Human health services",2658168.84,14187
"2021-01-20","Domestic","Other",2894549.29,20187
"2021-01-20","Domestic","Personal services",2100104.56,19712
"2021-01-20","Domestic","Professional services",4072638.27,40495
"2021-01-20","Domestic","Retail: Food, beverage, tobacco",56238039.01,1474835
"2021-01-20","Domestic","Retail: Fuel stations",10313061.81,269601
"2021-01-20","Domestic","Retail: Other goods",29257040.92,326142
"2021-01-20","Domestic","Transport services",2883305.81,169378
"2021-01-20","Foreign","Accommodation",773165.11,2015
"2021-01-20","Foreign","Entertainment and sports",44837.86,396
"2021-01-20","Foreign","Food and beverage services",165631.79,7488
"2021-01-20","Foreign","Human health services",152900.97,671
"2021-01-20","Foreign","Other",130776.79,584
"2021-01-20","Foreign","Personal services",62995.68,745
"2021-01-20","Foreign","Professional services",1246627.99,4996
"2021-01-20","Foreign","Retail: Food, beverage, tobacco",1313784.31,40254
"2021-01-20","Foreign","Retail: Fuel stations",421454.06,11185
"2021-01-20","Foreign","Retail: Other goods",1518347.85,9867
"2021-01-20","Foreign","Transport services",409405.96,12118
"2021-01-21","Domestic","Accommodation",1702646.64,8317
"2021-01-21","Domestic","Entertainment and sports",571172.42,7357
"2021-01-21","Domestic","Food and beverage services",2633107.6,133683
"2021-01-21","Domestic","Human health services",2633112.86,14230
"2021-01-21","Domestic","Other",2945474.79,20891
"2021-01-21","Domestic","Personal services",2297069.68,21173
"2021-01-21","Domestic","Professional services",3559910.74,40483
"2021-01-21","Domestic","Retail: Food, beverage, tobacco",59181383.73,1507227
"2021-01-21","Domestic","Retail: Fuel stations",10109642.76,269982
"2021-01-21","Domestic","Retail: Other goods",29211326.32,332349
"2021-01-21","Domestic","Transport services",2603438.28,160066
"2021-01-21","Foreign","Accommodation",763898.210000001,1952
"2021-01-21","Foreign","Entertainment and sports",40268.74,363
"2021-01-21","Foreign","Food and beverage services",161464.15,7459
"2021-01-21","Foreign","Human health services",228729.23,735
"2021-01-21","Foreign","Other",116966.3,542
"2021-01-21","Foreign","Personal services",65457.18,784
"2021-01-21","Foreign","Professional services",1290200,5055
"2021-01-21","Foreign","Retail: Food, beverage, tobacco",1383175.95,41407
"2021-01-21","Foreign","Retail: Fuel stations",426712.950000001,11249
"2021-01-21","Foreign","Retail: Other goods",1786295.24999999,10074
"2021-01-21","Foreign","Transport services",381017.91,11869
"2021-01-22","Domestic","Accommodation",2485164.61,10933
"2021-01-22","Domestic","Entertainment and sports",665493.3,8230
"2021-01-22","Domestic","Food and beverage services",3547576.65,147382
"2021-01-22","Domestic","Human health services",2872605.37,14274
"2021-01-22","Domestic","Other",3483663.94,23445
"2021-01-22","Domestic","Personal services",2750544.91,25903
"2021-01-22","Domestic","Professional services",3932265.42,38338
"2021-01-22","Domestic","Retail: Food, beverage, tobacco",85141462.14,1834685
"2021-01-22","Domestic","Retail: Fuel stations",11727184.33,304022
"2021-01-22","Domestic","Retail: Other goods",31449926.35,364550
"2021-01-22","Domestic","Transport services",3274689.54,179820
"2021-01-22","Foreign","Accommodation",974730.07,2174
"2021-01-22","Foreign","Entertainment and sports",49582,396
"2021-01-22","Foreign","Food and beverage services",199120.4,8190
"2021-01-22","Foreign","Human health services",214954,878
"2021-01-22","Foreign","Other",139928.82,515
"2021-01-22","Foreign","Personal services",76060.38,855
"2021-01-22","Foreign","Professional services",1260471.02,4966
"2021-01-22","Foreign","Retail: Food, beverage, tobacco",1737056.63,46827
"2021-01-22","Foreign","Retail: Fuel stations",488684.26,12578
"2021-01-22","Foreign","Retail: Other goods",1677211.74999999,10818
"2021-01-22","Foreign","Transport services",423910.64,13408
"2021-01-23","Domestic","Accommodation",2944298.73,14941
"2021-01-23","Domestic","Entertainment and sports",786217.59,10554
"2021-01-23","Domestic","Food and beverage services",2863740.85,88669
"2021-01-23","Domestic","Human health services",2074490.71,7590
"2021-01-23","Domestic","Other",1589089.91,19431
"2021-01-23","Domestic","Personal services",2456464.22,23127
"2021-01-23","Domestic","Professional services",2156908.35,25306
"2021-01-23","Domestic","Retail: Food, beverage, tobacco",100246927.83,1895414
"2021-01-23","Domestic","Retail: Fuel stations",11188340.85,270032
"2021-01-23","Domestic","Retail: Other goods",31342428.41,403094
"2021-01-23","Domestic","Transport services",5847657.32,191034
"2021-01-23","Foreign","Accommodation",922221.47,2260
"2021-01-23","Foreign","Entertainment and sports",31724.75,379
"2021-01-23","Foreign","Food and beverage services",157392.6,6096
"2021-01-23","Foreign","Human health services",73541.83,398
"2021-01-23","Foreign","Other",53206.64,284
"2021-01-23","Foreign","Personal services",68032.04,870
"2021-01-23","Foreign","Professional services",492630.25,3148
"2021-01-23","Foreign","Retail: Food, beverage, tobacco",1980592.84,46596
"2021-01-23","Foreign","Retail: Fuel stations",385243.15,9225
"2021-01-23","Foreign","Retail: Other goods",1253670.7,11055
"2021-01-23","Foreign","Transport services",693224.619999999,14222
"2021-01-24","Domestic","Accommodation",4819481.97,16168
"2021-01-24","Domestic","Entertainment and sports",668335.81,9192
"2021-01-24","Domestic","Food and beverage services",2024677.33,66172
"2021-01-24","Domestic","Human health services",176533.28,2122
"2021-01-24","Domestic","Other",1076852.2,12629
"2021-01-24","Domestic","Personal services",53455.36,540
"2021-01-24","Domestic","Professional services",1866051.15,21746
"2021-01-24","Domestic","Retail: Food, beverage, tobacco",4763712.49,227858
"2021-01-24","Domestic","Retail: Fuel stations",9252674.89000001,255619
"2021-01-24","Domestic","Retail: Other goods",10633348,78869
"2021-01-24","Domestic","Transport services",4505161.83999999,156078
"2021-01-24","Foreign","Accommodation",1007257.92,2478
"2021-01-24","Foreign","Entertainment and sports",28904.83,333
"2021-01-24","Foreign","Food and beverage services",156749.48,5929
"2021-01-24","Foreign","Human health services",56519.15,292
"2021-01-24","Foreign","Other",40427.72,216
"2021-01-24","Foreign","Personal services",17529.11,382
"2021-01-24","Foreign","Professional services",413264.6,2491
"2021-01-24","Foreign","Retail: Food, beverage, tobacco",302507.18,11374
"2021-01-24","Foreign","Retail: Fuel stations",306592.56,8141
"2021-01-24","Foreign","Retail: Other goods",633060.02,4860
"2021-01-24","Foreign","Transport services",790726.42,13231
"2021-01-25","Domestic","Accommodation",2007922.62,7416
"2021-01-25","Domestic","Entertainment and sports",819526.35,9052
"2021-01-25","Domestic","Food and beverage services",1996814.72,111606
"2021-01-25","Domestic","Human health services",2075052.37,13546
"2021-01-25","Domestic","Other",4525976.45,21525
"2021-01-25","Domestic","Personal services",1093446.71,10725
"2021-01-25","Domestic","Professional services",6124956.9,51901
"2021-01-25","Domestic","Retail: Food, beverage, tobacco",53557643.2399999,1467840
"2021-01-25","Domestic","Retail: Fuel stations",10403583.52,265863
"2021-01-25","Domestic","Retail: Other goods",28375841.26,325341
"2021-01-25","Domestic","Transport services",9773197.49,194329
"2021-01-25","Foreign","Accommodation",1002897.47,1831
"2021-01-25","Foreign","Entertainment and sports",41644.29,299
"2021-01-25","Foreign","Food and beverage services",134119.56,6560
"2021-01-25","Foreign","Human health services",162699.94,699
"2021-01-25","Foreign","Other",130143.73,502
"2021-01-25","Foreign","Personal services",54018.38,762
"2021-01-25","Foreign","Professional services",1404374.06,5486
"2021-01-25","Foreign","Retail: Food, beverage, tobacco",1405941.05,41203
"2021-01-25","Foreign","Retail: Fuel stations",423473.209999999,11036
"2021-01-25","Foreign","Retail: Other goods",1990361.68999999,10120
"2021-01-25","Foreign","Transport services",534522.27,12405
"2021-01-26","Domestic","Accommodation",1546144.34,8550
"2021-01-26","Domestic","Entertainment and sports",722269.1,8747
"2021-01-26","Domestic","Food and beverage services",2484116.59,129000
"2021-01-26","Domestic","Human health services",2751354.69,15280
"2021-01-26","Domestic","Other",3885280.19,22291
"2021-01-26","Domestic","Personal services",2284792.72,21313
"2021-01-26","Domestic","Professional services",5054952.88,52961
"2021-01-26","Domestic","Retail: Food, beverage, tobacco",59108934.95,1554833
"2021-01-26","Domestic","Retail: Fuel stations",11124203.09,286355
"2021-01-26","Domestic","Retail: Other goods",30168843.5,340766
"2021-01-26","Domestic","Transport services",10166562.44,204503
